tytul;powierzchnia;l_pokoi;pietro;rok_budowy;cena;miejsce;Ulica
Niezwykły apartament w sercu gdańskiej starówki;59.7;3;3;2014;1215000;Gdańsk Śródmieście; Tandeta
Apartament w Parku Jaskowej Doliny;70.0;3;0;2013;1500000;Gdańsk Wrzeszcz; Jaśkowa Dolina 29
Inwestycja przy pięknej uliczce;55.0;2;0;NaN;490000;Gdańsk Oliwa; Władysława Orkana
Dochodowy wynajem dla zagranicznych pacjentów.;77.0;3;2;1901;850000;Gdańsk Dolne Miasto; Chłodna
Klimatyczne mieszkanie w samym centrum Gdańska;67.4;3;2;1940;850000;Gdańsk Śródmieście; Długa
Atrakcyjne mieszkanie na Starówce 65 m2;65.0;2;1;1956;789000;Gdańsk Śródmieście;
Dla miłośników starych kamienic;58.0;3;2;1905;599000;Gdańsk Wrzeszcz; Saperów
2-pokojowe mieszkanie Gdańsk Wrzeszcz;51.0;2;2;NaN;600000;Gdańsk Wrzeszcz; Gen. Józefa Hallera
Mieszkanie - Gdańsk Przymorze;49.3;2;10;1979;498000;Gdańsk Przymorze; Rzeczypospolitej
Kawalerka Przymorze;27.0;1;2;1970;260000;Gdańsk Przymorze; Chłopska
Nowoczesny apartament blisko morza;38.0;2;4;2019;520000;Gdańsk Wrzeszcz; Gen. Józefa Hallera
Blisko SKM! 2 pokoje - 0;38.3;2;0;1960;278000;Gdańsk Orunia; Żuławska
Duże , atrakcyjne mieszkanie- Gdańsk, Łostowice, Kielasa;79.2;5;3;2012;599000;Gdańsk Łostowice; Kielasa
Czteropokojowe mieszkanie z widokiem na zieleń.;76.6;4;3;1991;695000;Gdańsk Żabianka; Pomorska
Atrakcyjne, trzypokojowe mieszkanie , Gdańsk, Kiełpinek, Sympatyczna;63.3;3;0;2008;540000;Gdańsk Kiełpinek; Sympatyczna
Gdańsk Przymorze mieszkanie 2 pokojowe sprzedam;41.0;2;2;1978;365000;Gdańsk Przymorze; Jagiellońska
Mieszkanie 1p 34+12 metrów Chełm;48.0;2;1;1980;300000;Gdańsk Chełm ; Lotników Polskich
Piękne 2 Pokojowe Mieszkanie !! nie falowiec !!;37.0;2;0;NaN;425000;Gdańsk Przymorze;
Piękne mieszkanie ze świetnym widokiem Morena!;87.0;4;4;2013;890000;Gdańsk Morena; Czesława Miłosza
Nowe M w pasie nadmorskim - 5 min do plaży;66.0;3;8;2019;859000;Gdańsk Brzeźno; Gen. Józefa Hallera
Zjawiskowe mieszkanie dwupoziomowe!;125.0;5;3;2009;999000;Gdańsk Jasień; Jabłoniowa
Słoneczne, nowe 3-pokojowe mieszkanie;58.18;3;2;2020;381079;Gdańsk Łostowice; Pastelowa
3 pokoje na Siedlcach -spółdzielcze;63.3;3;3;NaN;479000;Gdańsk Siedlce; Zakopiańska
Mieszkanie - Gdańsk Przymorze;63.7;3;1;2008;729000;Gdańsk Przymorze; Piastowska
Trzypokojowe mieszkanie z balkonem oraz ogródkiem;69.12;3;0;2007;490000;Gdańsk Kowale; Zeusa
Dobre miejsce w gdańsku;50.0;2;0;2018;650000;Gdańsk Dolne Miasto; Sadowa
Dwie kawalerki- z balkonem- cena za całość!;52.0;4;3;2021;699000;Gdańsk Długie Ogrody; Św. Barbary
Ostatnia kawalerka w tym budynku - Nowe Osiedle;32.0;1;3;NaN;399000;Gdańsk Długie Ogrody; Św. Barbary
Mieszkanie w sercu Gdańska;41.5;2;0;1972;350000;Gdańsk Przeróbka; Siennicka
Dwupokojowe blisko plaży i komunikacji Żabianka;42.2;2;2;1980;422000;Gdańsk Żabianka; Szyprów
Piękny Apartament- Prestiżowe Osiedle- Starówka;55.15;3;5;2017;625000;Gdańsk Długie Ogrody; Św. Barbary
11 m2 Taras/ piękny widok/ tuż przy Marinie- Nowe!;56.66;3;6;2021;749000;Gdańsk Długie Ogrody; Św. Barbary
2 - pokojowe mieszkanie orunia okazja;44.3;2;1;NaN;279000;Gdańsk Orunia; Związkowa
"Wygodne i słoneczne 4 pok. 100 m&sup2;  Gdańsk- Chełm";99.6;4;3;2010;849000;Gdańsk Ujeścisko; Nieborowska
Mieszkanie na Niedźwiedniku.;63.0;3;1;1978;499000;Gdańsk Niedźwiednik; Góralska
Słoneczne 2 pokoje Jasień;49.0;2;1;2014;429000;Gdańsk Jasień; Guderskiego
3 pokojowe, Niedźwiednik;60.0;3;1;1990;550000;Gdańsk Niedźwiednik; Xxx
3-pokojowe we Wrzeszczu w dogodnej lokalizacji;63.0;3;2;1986;540000;Gdańsk Wrzeszcz; Żywiecka
3 pokoje z ogródkiem- prestiżowa lokalizacja- Hit!;65.08;3;0;2021;775000;Gdańsk Długie Ogrody; Św. Barbary
Prestiżowa lokalizacja z przepięknym widokiem;42.45;2;2;2019;489000;Gdańsk Długie Ogrody; Długie Ogrody
Dwupoziomowe mieszkanie z dużym tarasem i garażem;107.0;4;2;2007;940000;Gdańsk Zakoniczyn; Andrzeja Huenefelda
Blisko morza! Wysoki standard. Nowa Letnica 2019r.;33.65;2;0;2019;550000;Gdańsk Letnica; Sucha
Ekskluzywne mieszkanie 3 pokojowe na przymorzu;68.2;3;0;2017;860000;Gdańsk Przymorze; Bieniowskiego
Spokojna i cicha okolica! Dwupokojowe mieszkanie.;49.85;2;0;1992;429000;Gdańsk Matemblewo; Potokowa
M3 idealne dla młodej rodziny lub studentów!;63.0;3;2;1984;540000;Gdańsk Wrzeszcz;
Mieszkanie w sercu Wrzeszcza;95.73;5;1;NaN;950000;Gdańsk Wrzeszcz;
Mieszkanie z ogródkiem idealne dla rodziny;63.0;3;0;2008;540000;Gdańsk Kiełpinek;
Przestronne, słoneczne mieszkanie Wrzeszcz;100.65;5;1;1910;915000;Gdańsk Wrzeszcz; Politechniczna
3 pokoje po generalnym remoncie na Przymorzu!;50.0;3;2;1972;509000;Gdańsk Przymorze; Piastowska
Przestronne 4 pokoje ogród komórka 2 łazienki;62.02;4;0;2019;615000;Gdańsk Morena; Dolne Migowo
Mieszkanie - Gdańsk Aniołki;78.48;4;1;NaN;924529;Gdańsk Suchanino; Powstańców Warszawskich
Mieszkanie - Gdańsk Aniołki;63.66;3;6;2020;653105;Gdańsk Suchanino; Powstańców Warszawskich
3 pokoje Chełm gotowe do wprowadzenia;69.0;3;2;NaN;595000;Gdańsk Ujeścisko; Anny Jagiellonki
Gdańsk Chełm 2 pokojowe od zaraz;36.0;2;1;NaN;369000;Gdańsk Ujeścisko; Nieborowska
2 pokoje blisko plaży, STOGI;35.0;2;4;NaN;295000;Gdańsk Stogi; Wilhelma Stryjewskiego
Gotowe do wprowadzenia Spektrum garaż;52.0;3;11;2017;699000;Gdańsk Przymorze; Obrońców Wybrzeża
Mieszkanie - Gdańsk Aniołki;93.73;4;1;NaN;951491;Gdańsk Suchanino; Powstańców Warszawskich
Gdańsk Nowa Letnica blisko morza/do wprowadzenia;58.5;3;6;2018;600000;Gdańsk Letnica; Starowiejska
Gdańsk Morena 3 pokojowe;65.5;3;0;NaN;650000;Gdańsk Morena; Piekarnicza
Mieszkanie 2 pokojowe, nowe,wykończone;50.6;2;3;2020;397000;Gdańsk Łostowice; Złota
2 Pokojowe Słoneczne mieszkanie przy ul.Związkowej;45.0;2;1;NaN;290000;Gdańsk Orunia; Związkowa
Przytulna kawalerka blisko Śródmieścia, ul. Malczewskiego;31.0;1;4;1975;324000;Gdańsk Siedlce; Malczewskiego
Gdańsk Orunia Górna, 65m2, 3-pokojowe;65.0;3;0;1993;454000;Gdańsk Orunia Górna; Platynowa
Gdańsk Żabianka, 41,98m2, 2-pokojowe, w doskonałej lokalizacji !;41.98;2;4;1966;385000;Gdańsk Żabianka; Wejhera
Gdańsk Śródmieście, ul. Św. Ducha, 58.38m2, 3-pokojowe;58.39;3;3;1955;699000;Gdańsk Śródmieście; Świętego Ducha
Gdańsk Zaspa, 42.40m2, 2-pokojowe, w doskonałej lokalizacji;42.4;2;8;1974;408000;Gdańsk Zaspa; Pilotów
Gdańsk Żabianka, 56,36m2, 3-pokojowe, w doskonałej lokalizacji !;56.36;3;0;1977;525000;Gdańsk Żabianka; Szyprów
Gdańsk Żabianka, 54m2, 3-pokojowe, w doskonałej lokalizacji !;54.0;3;2;1972;490000;Gdańsk Żabianka; Szyprów
Gdańsk Przymorze, 3-pokojowe, 60.70m2, 2-balkony;60.7;3;1;1958;559000;Gdańsk Przymorze; Krzywoustego 28
Mieszkanie 61,60 m2 Nowy Port;61.6;3;2;1890;410000;Gdańsk Nowy Port; Władysława IV 11A
Gdańsk Przymorze - 2 pokoje;50.0;2;2;1970;529000;Gdańsk Przymorze; Śląska
2 pokoje - Gdańsk Przymorze;45.0;2;4;1970;425000;Gdańsk Przymorze; Piastowska
Nowoczesny apartament w Śródmieściu - Nowa Motława;29.0;1;4;2017;439000;Gdańsk Stare Przedmieście; Jaglana
4-pokojowie mieszkanie w sąsiedztwie lasu na Morenie;74.52;4;3;2019;699000;Gdańsk Morena; Dolne Migowo
Mieszkanie typu apartament 121,10m2.;121.1;6;2;2000;799000;Gdańsk Łostowice; Olimpijska
Ujeścisko-Łostowice 3 pok! Balkon! Paeter!;56.9;3;0;2014;409000;Gdańsk Ujeścisko;
Mieszkanie 3 pokojowe - Orunia Górna;57.4;3;2;1998;510000;Gdańsk Orunia Górna; Dywizji Wołyńskiej 37
3-pokojowe mieszkanie z balkonem- ul. Pohulanka;58.3;3;2;NaN;659000;Gdańsk Chełm; Pohulanka
Gdansk Oliwa, 2 pokoje, 46m2, sprzedam.;46.0;2;0;1960;475000;Gdańsk Oliwa; Wita Stwosza 34
Urocze, przytulne mieszkanie 2 pokojowe ul. Nieborowska;35.0;2;2;2006;369000;Gdańsk Ujeścisko; Nieborowska
Mieszkanie 3 pok. ul.Anny Jagiellonki, z ogródkiem i miejscem parking.;53.34;3;0;2008;459000;Gdańsk Ujeścisko; Anny Jagiellonki
Dwupoziomowe mieszkanie 130 m2, ul. Blizbora na Jasieniu;130.0;6;3;1999;700000;Gdańsk Jasień; Rycerza Blizbora
Słoneczne kawalerka przy ul. Magellana na Morenie;30.0;1;3;2009;355000;Gdańsk Morena; Magellana
Mieszkanie 3 pok. 46,5 m2 w Śródmieściu, ul. Spadzista;46.5;3;2;1974;470000;Gdańsk Śródmieście; Spadzista
Ustawne mieszkanie 3 pok. 47,7 m2, ul. Granitowa;47.7;3;8;1974;360000;Gdańsk Orunia Dolna; Granitowa
Piękne 2-pok. mieszkanie przy ul. Morenowe Wzgórze na Morenie;48.0;2;3;2008;465000;Gdańsk Morena; Morenowe Wzgórze
Mieszkanie 74 m2 na Chełmie, funkcjonalny rozkład, blisko tramwaj;74.0;4;0;1989;630000;Gdańsk Chełm; Cebertowicza
Cztery pokoje na Morenie;75.5;4;2;2016;820000;Gdańsk Piecki-Migowo;
2 pokojowe Mieszkanie, widok na Gdańsk, Chmiela;48.0;2;5;2017;630000;Gdańsk Stare Przedmieście; Chmielna
Mieszkanie 62m Gdańsk Morena Myśliwskie Wzgórze;62.0;4;1;2013;575000;Gdańsk Morena; Myśliwskie Wzgórze
Przytulne 3 pokoje na Jasieniu! Do wprowadzenia!;56.18;3;3;2014;495000;Gdańsk Jasień; Leszczynowa
Mieszkanie 3 pokojowe, o pow. 67 m2;67.0;3;5;2010;775000;Gdańsk Przymorze; Olsztyńska 3B
Nowoczesne duże mieszkanie;106.0;4;4;2007;1099000;Gdańsk Wrzeszcz; Hugo Kołłątaja
Wrzeszcz 4 pokoje w kamienicy;90.3;4;2;1902;870000;Gdańsk Wrzeszcz; Zawiszy Czarnego
Apartament 52m2 Gdańsk Św. Barbary! podzielony na 2 kawalerki!;52.0;4;3;2021;699000;Gdańsk Śródmieście; Świętej Barbary
Apartament 67m2 Gdańsk Św. Barbary! narożny taras 22m2 ostatnie piętro;67.0;3;6;2021;899000;Gdańsk Śródmieście; Świętej Barbary
Apartament 57m2 Gdańsk Św. Barbary! taras 11m2, ostatnie piętro!!!;57.0;3;6;2021;749000;Gdańsk Śródmieście; Świętej Barbary
Apartament 66m2 Gdańsk Św. Barbary! w cenie narożny ogród 76m2!;66.0;3;0;2021;775000;Gdańsk Śródmieście; Świętej Barbary
Apartament 34m2 Gdańsk Św. Barbary!;34.0;2;3;2020;479000;Gdańsk Śródmieście; Świętej Barbary
Mieszkanie w świetnym miejscu!;50.0;2;0;2020;465000;Gdańsk Ujeścisko; Łódzka
Piękne 2 poziomowe mieszkanie Pastelowa!;61.0;2;4;2021;395000;Gdańsk Orunia Górna; Pastelowa
Piękny apartament na Osiedlu Pomarańczowym!;70.0;4;0;2015;749000;Gdańsk Wrzeszcz; Srebrniki
Mieszkanie w świetnym miejscu!;50.0;2;3;2020;465000;Gdańsk Ujeścisko; Łódzka
Mieszkanie dwupokojowe z osobną kuchnią na Morenie;47.1;2;2;1987;389000;Gdańsk Morena; Powstania Listopadowego 3
Mieszkanie 2 poziomy, 4 pokoje, Gdańsk;75.0;4;3;2013;449000;Gdańsk Orunia Górna; Hokejowa
Apartament z ogrodem - Gotowe do odbioru;67.1;3;0;2019;699000;Gdańsk Długie Ogrody; Św. Barbary
Narożny apartament - Widok na park;83.15;4;1;2019;799000;Gdańsk Długie Ogrody; Św. Barbary
Dwa słoneczne pokoje (hala garażowa i komórka);42.5;2;5;2016;499000;Gdańsk Ujeścisko;
Mieszkanie Kowale 2 pokoje, 0 34,6 m2, Ogródek;34.6;2;0;2017;334000;Gdańsk Kowale; Zeusa
Przestronne z panoramicznym widokiem;56.0;3;4;1980;330000;Gdańsk Orunia; Żuławska
Dwupokojowe na Ujeścisku z aneksem i garderobą i dużą piwnicą;49.0;2;3;2001;345000;Gdańsk Ujeścisko; Jeleniogórska
3 pokoje w sercu Przymorza;51.0;3;2;1960;483000;Gdańsk Przymorze; Czerwony Dwór
Piękne 2 pokoje po generalnym remoncie!;37.0;2;0;1975;425000;Gdańsk Przymorze; Rzeczypospolitej
Przestronne 3 pokoje z ogródkiem - Chełm!;53.3;3;0;2008;464000;Gdańsk Ujeścisko; Anny Jagiellonki
3-pokojowe Wyremontowane nad Morzem;54.0;3;0;1970;499950;Gdańsk Brzeźno;
Sprzedam 2 pokojowe Gdansk;47.4;2;5;1978;405000;Gdańsk Nowy Port; Wyzwolenia
Stwórz idealną przestrzeń do mieszkania;50.6;2;3;NaN;397000;Gdańsk Łostowice; Złota
4 pokoje z 3 balkonami myśliwska park;88.34;4;2;2010;799000;Gdańsk Morena; Myśliwska
Mieszkanie z pięknym widokiem na las w Oliwie;42.0;2;10;1977;588000;Gdańsk Oliwa; Tatrzańska
Mieszkanie w atrakcyjnej lokalizacji;55.8;3;3;NaN;530000;Gdańsk Wrzeszcz; Bolesława Chrobrego
Przymorze 600m do morza 2 pokoje do remontu;38.0;2;4;1970;340000;Gdańsk Przymorze;
2-pokojowe mieszkanie Wiszące Ogrody;53.9;2;2;2010;469000;Gdańsk Kiełpinek; Przytulna
W sercu Gdańska- 3 pokoje! Wrzeszcz, blisko SKM!;52.4;3;5;1964;459000;Gdańsk Wrzeszcz; Marynarki Polskiej
2-pokojowe w pięknej i spokojnej scenerii Oliwy;42.1;2;0;1974;479000;Gdańsk Oliwa; Artura Grottgera
Mieszkanie 3-pokojowe I 53 m2 I Młoda Morena;53.0;3;1;2019;520000;Gdańsk Morena; Dolne Migowo
Mieszkanie gdańsk Śródmieście Toruńska 94 m2;94.0;3;6;2012;1299000;Gdańsk Stare Przedmieście; Toruńska
Mieszkanie Gdańsk Stare Miasto Piwna 64 m2;64.0;3;1;1950;899999;Gdańsk Śródmieście; Piwna
Mieszkanie Gdańsk Śródmieście Toruńska 45 m2;45.0;2;3;NaN;599999;Gdańsk Stare Przedmieście; Toruńska
Mieszkanie 2 pokojowe 49m Morena z osobna kuchnią;48.9;2;0;1979;435000;Gdańsk Morena; Amundsena
Mieszkanie Gdańsk Morena Piekarnicza 61 m2;61.0;3;0;2006;580000;Gdańsk Morena; Piekarnicza
Kameralne osiedle, 2 pokoje z ogródkiem 28 m2;39.0;2;0;2019;345000;Gdańsk Św. Wojciech; Kazimierza Wielkiego
3 pok. Mieszkanie w Śródmieściu | Angielska Grobla;55.0;3;4;2017;670000;Gdańsk Długie Ogrody; Angielska Grobla
Gdańsk, 3 pokoje z ogrodem.;57.2;3;0;2017;514000;Gdańsk Kokoszki; Św. Brata Alberta
Zjawiskowe mieszkanie na Morenie!;64.0;3;1;2020;654500;Gdańsk Morena; Myśliwska
Blisko morza! po remoncie ciepłe i przytulne;55.64;3;3;1976;409000;Gdańsk Nowy Port; Wyzwolenia
Perełka inwestycyjna Gdańsk Śródmieście;31.9;1;2;2018;720000;Gdańsk Śródmieście;
Przytulne 3 pokojowe mieszkanie z balkonem Gdańsk;62.0;3;2;NaN;400000;Gdańsk Osowa; Afrodyty
Mieszkanie w centrum dzielnicy Chełm.;63.5;3;2;1995;485000;Gdańsk Chełm; Prof. Kazimierza Kopeckiego
Atrakcyjne 2 pokoje, prestiżowe osiedle;58.5;2;0;2018;820000;Gdańsk Dolne Miasto; Sadowa
Słoneczna kawalerka z pięknym widokiem;31.0;1;11;1980;285000;Gdańsk Suchanino; Franciszka Liszta
Kawalerka na 0ze w pasie nadmorskim- niski blok;27.0;1;0;1970;319000;Gdańsk Przymorze; Piastowska 106
3 pokoje z dużym tarasem, hala + komórka;54.0;3;3;2019;469900;Gdańsk Łostowice; Niepołomicka
Mieszkanie dwupokojowe w dobrej lokalizacji;54.0;2;2;2016;565000;Gdańsk Morena; Myśliwska
Morena, dwa pokoje do wejścia, hala garażowa;47.4;2;2;2009;450000;Gdańsk Morena; Morenowe Wzgórze
Mieszkanie Gdańsk Chełm  56 m2;56.0;2;1;2004;545000;Gdańsk Chełm;
Kawalerka Gdańsk Śródmieście;28.080;1;0;NaN;269000;Gdańsk Dolne Miasto; Siennicka
Zjawiskowy apartament na Wiszących Ogrodach!;81.0;4;7;2012;660000;Gdańsk Kiełpinek; Przytulna
Słoneczne M3 skrajny szereg - Jasień/GARAŻ/zacisze;75.6;3;1;2002;536000;Gdańsk Jasień;
Ogródek | HALA | wysoki standard | 3 pokoje;60.6;3;0;2018;1090000;Gdańsk Oliwa; Opacka
Nowoczesne mieszkanie w cichej i spokojnej okolicy;38.0;2;1;NaN;349000;Gdańsk Kowale; Zeusa
Gdańsk Przymorze - Jelitkowski Dwór - mieszkanie 45m2 na sprzedaż;45.5;2;3;2005;549000;Gdańsk Przymorze; Jelitkowski Dwór
Gdańsk Żabianka - mieszkanie 47 m2 na sprzedaż;47.0;3;9;1970;444000;Gdańsk;
Gdańsk Morena  - apartament 61 m2 na sprzedaż;61.0;3;1;2013;599000;Gdańsk Morena; Myśliwskie Wzgórze
Mieszkanie - Gdańsk Aniołki;45.0;2;1;2020;508500;Gdańsk Suchanino; Powstańców Warszawskich
Przestronne mieszkanie na Garnizonie!;69.4;3;1;2019;999000;Gdańsk Wrzeszcz; Leśmiana
Przestronne mieszkanie w centrum Wrzeszcza!;73.7;3;1;1905;550000;Gdańsk Wrzeszcz; Konopnickiej
Mieszkanie inwestycyjne na Przymorzu!;58.0;3;0;1956;495000;Gdańsk Przymorze; Piastowska
3 pokoje z ogrodem na Starogardzkiej!;45.67;3;0;2014;389000;Gdańsk Orunia Górna; Starogardzka
Przestronne 2-pok na Morenie / zamknięte osiedle!;59.5;2;2;2008;550000;Gdańsk Morena; Myśliwska
Mieszkanie 2-pokojowe w kamienicy w samym centrum Wrzeszcza.;35.0;2;2;1960;479000;Gdańsk Wrzeszcz; Słowackiego
Przestronne mieszkanie w centrum miasta 58m2;58.8;3;1;1905;485000;Gdańsk Wrzeszcz; de Gaulle
Piękne dwupoziomowe mieszkanie Gdańsk Chełm;64.9;3;3;2006;525000;Gdańsk Chełm; Nieborowska
Związkowa. 2-pokojowe mieszkanie po remoncie;45.0;2;1;1970;279000;Gdańsk Orunia Dolna; Związkowa
Piękne 100 m2 na Elewów. Gdańsk.;100.0;4;3;1996;570000;Gdańsk Matarnia - Rębiechowo; Elewów
Mieszkanie 3 pokojowe, atrakcyjna lokalizacja!;56.36;3;0;1979;525000;Gdańsk Żabianka; Szyprów
Mieszkanie 2-pokojowe po generalnym remoncie!;43.57;2;0;1970;374000;Gdańsk Nowy Port; Na Zaspę
Słoneczne, przytulne mieszkanie na Ujeścisku;71.2;4;0;1992;599000;Gdańsk Ujeścisko; Ciechanowska
Nowa Niższa Cena! Suchanino 2-pok. mieszkanie;42.4;3;8;1980;359000;Gdańsk Suchanino; Paderewskiego
Idealne oferta na inwestycję, w super cenie!;51.7;3;1;1953;550000;Gdańsk Śródmieście; Św. Ducha
Dwa pokoje w Świetnej lokalizacji;39.0;2;0;1950;360000;Gdańsk Stare Przedmieście; Kotwiczników
Pół wolnostojącego domu na Siedlcach;160.0;3;0;1960;1350000;Gdańsk Siedlce; Kartuska
Do remontu Morena;65.0;4;3;1990;499000;Gdańsk morena; Kusocińskiego
Mieszkanie z relaksującym  widokiem;65.66;3;2;2012;457000;Gdańsk Jasień;
Mieszkanie z relaksującym  widokiem;65.66;3;2;2012;457000;Gdańsk Jasień;
Tylko u nas! Blisko morze. Super lokalizacja!;42.0;2;1;1970;389999;Gdańsk Przymorze; Lecha
Przestronne 3pok 58m2 na Przymorzu;58.0;3;3;1962;509000;Gdańsk Jelitkowo; Piastowska
Mieszkanie - Gdańsk Aniołki;82.16;4;0;NaN;1010568;Gdańsk Suchanino; Powstańców Warszawskich
Wyposażone mieszkanie na kultowym Przymorzu!;54.0;3;4;NaN;515000;Gdańsk Przymorze; Jagiellońska
Tylko u nas! Inwestycja! Blisko centrum!;38.0;1;2;1960;319999;Gdańsk Siedlce; Zakopiańska
Mieszkanie Gdańsk Siedlce Kartuska 47.8 m2;47.8;2;1;NaN;450000;Gdańsk Siedlce; Kartuska
Dwa niezależne pokoje w Centrum Wrzeszcza;51.47;2;4;1980;455000;Gdańsk Wrzeszcz; Grunwaldzka
Nowe mieszkanie 2-pokojowe na sprzedaż;42.0;2;0;2021;299000;Gdańsk Łostowice;
Tylko u nas! Atrakcyjna cena! Nowoczesne mieszkanie!;54.0;2;3;1900;580000;Gdańsk Śródmieście; Ogarna
Gdańsk duży apartament nad morzem !!!!;67.0;3;1;2019;804000;Gdańsk Brzeźno; Hallera Józefa
Rodzinne osiedle! Super lokalizacja! Blisko las!;79.0;4;1;2006;599999;Gdańsk Jasień; Przytulna
Tylko u nas! Okazja cenowa! Ścisłe centrum! Inwestycja!;30.0;1;1;1960;370000;Gdańsk Śródmieście; Podwale Staromiejskie
Atrakcyjna lokalizacja! Mieszkanie pod klucz! Okazyjna cena!;50.0;2;1;2010;410000;Gdańsk Ujeścisko; Królowej Jadwigi
Mieszkanie - Gdańsk Śródmieście;34.98;NaN;2;2016;412000;Gdańsk Śródmieście; Chmielna
4 pokoje z oddzielną kuchnią  w bloku dwupiętrowym;76.51;4;0;1992;569000;Gdańsk Ujeścisko; Tarnowska
Kameralne osiedle! Dodatkowa pow. w cenie! Atrakcyjna lokalizacja;118.8;5;2;1994;940000;Gdańsk Suchanino; Focha
Mieszkanie Gdańsk Przymorze Kołobrzeska 54 m2;54.0;3;4;NaN;550000;Gdańsk Przymorze; Kołobrzeska
Zostań pierwszym właścicielem ! 0% PCC !!! 2 pokoje;43.0;2;2;2020;385000;Gdańsk Ujeścisko; Wieżycka
Dwupoziomowe mieszkanie z ogrodem;105.0;5;1;1994;649000;Gdańsk Osowa; Zatokowa
Atrakcyjne - 61m2 - 0;61.0;3;0;2000;499500;Gdańsk Niedźwiednik;
Apartament 3 pok Mila Baltica taras morze garaż;66.68;3;3;2017;1095000;Gdańsk Wrzeszcz; Bolesława Chrobrego
Słoneczne mieszkanie 2-pok na Zaspie;42.4;2;8;1974;408000;Gdańsk Zaspa; Pilotów
Przestronne mieszkanie 2-pok, niski blok;49.3;2;1;1970;485000;Gdańsk Wrzeszcz; Sochaczewska
Mieszkanie 3-pok. na Zaspie, niski blok;60.0;3;2;1984;479000;Gdańsk Zaspa; Leszczyńskich
Mieszkanie 3-pok, niski blok;53.0;3;0;1977;525000;Gdańsk Żabianka; Szyprów
Przytulne mieszkanie 2-pok Osiedle Horyzont;40.8;2;9;2005;500000;Gdańsk Przymorze; Obrońców Wybrzeża
M2, świetna lokalizacja, inwestycyjny charakter!;42.1;2;0;1974;478900;Gdańsk Oliwa; Grottgera
Mieszkanie - Gdańsk;51.0;2;2;2010;601800;Gdańsk Wrzeszcz; Gen. Józefa Hallera
Mieszkanie na sprzedaż ,bardo ładnie wykońcone,duż;69.3;3;1;2015;685000;Gdańsk Osowa; Koziorożca
Nowoczesny apartament przy plaży;56.0;2;4;2019;724000;Gdańsk Brzeźno; Gen. Józefa Hallera
3 pokoje z balkonem spółdzielczo własnościowe;54.0;3;0;1980;489000;Gdańsk Żabianka; Sztormowa
Klimatyczne mieszkanie w centrum Starego Miasta;67.4;3;2;1950;808000;Gdańsk Śródmieście; Długa
Mieszkanie z potencjałem- blisko morza-niska cena;59.3;3;2;1980;470000;Gdańsk Zaspa; Leszczyńskich
Mieszkanie na Lawendowym Wzgórzu dla wymagających;56.0;3;2;2017;569000;Gdańsk Szadółki; Lawendowe Wzgórze
Apartament na terenie Gdańskiego Garnizonu;69.0;3;1;2019;999000;Gdańsk Wrzeszcz; Bolesława Leśmiana
Ciche i słoneczne mieszkanie blisko centrum;45.0;2;1;1980;290000;Gdańsk Orunia; Związkowa
Lokal mieszkalny w kamienicy we Wrzeszczu.;58.48;3;1;1910;699000;Gdańsk Wrzeszcz; Grunwaldzka
Przytulne 2 pokojowe mieszkanie Gdańsk Jasień;45.0;2;3;2012;395000;Gdańsk Jasień; Guderskiego
Klimatyczne 2 pokoje w sercu Gdańska;47.51;2;1;2019;799000;Gdańsk Śródmieście;
Piękny widok- tuż przy Starym Mieście- okazja!;51.2;2;8;1961;450000;Gdańsk Długie Ogrody; Głęboka
Idealny apartament inwestycyjny.;55.0;3;5;2017;700000;Gdańsk Długie Ogrody; Św. Barbary
Łostowice 2 pok! Po remoncie! Nowe budownictwo!;44.5;2;3;2012;395000;Gdańsk Ujeścisko;
Apartament na prestiżowym osiedlu- Stare Miasto;83.15;4;1;2019;799000;Gdańsk Długie Ogrody; Św. Barbary
Piękne, luksusowe mieszkanie na południu Gdańska;44.0;2;2;2016;499000;Gdańsk Łostowice; Guderskiego
Ostatnie mieszkanie na tym osiedlu- Nad Motławą;67.8;3;0;2019;699000;Gdańsk Długie Ogrody; Św. Barbary
Mieszkanie z ogródkiem i miejscem parkingowym.;34.7;2;0;NaN;314900;Gdańsk Rębowo; Konrada Guderskiego
Mieszkanie 2 pokojowe z ogródkiem i miejscem postojowym;39.0;2;0;2019;345000;Gdańsk Orunia Górna; Kazimierza Wielkiego 22
Mieszkanie - Gdańsk Przymorze;43.6;2;3;1970;399000;Gdańsk Przymorze; Kołobrzeska
3 pokoje, Gdańsk Śródmieście;873.0;3;2;1920;550000;Gdańsk Śródmieście; Górka
Gdańsk Ujeścisko-2-pok ul.Piotrkowska;32.8;2;1;2010;330000;Gdańsk Ujeścisko; Piotrkowska
3 pokoje Gdańsk Jasień-miejsca w hali.;59.54;3;3;2020;399000;Gdańsk Jasień; Kartuska
Przy morzu, balkon, osobna kuchnia, niski blok;45.0;2;1;1971;449000;Gdańsk Przymorze; Kołobrzeska
Sprzedam mieszkanie 2 pokojowe Przymorze;45.0;2;2;1980;440000;Gdańsk Przymorze;Chłopska 14
Mieszkanie świeżo po remoncie blisko morza !;38.0;2;3;1970;419000;Gdańsk Przymorze; Jagiellońska
Mieszkanie Gdańsk Stogi Ugory 58 m2;58.0;2;0;NaN;365000;Gdańsk Stogi; Ugory
Piękne mieszkanie na ekskluzywnym osiedlu;58.5;2;0;2018;820000;Gdańsk Dolne Miasto; Sadowa
